Crs & Sec,CRN,Title,Cred,Days,Time,Room,Instructor,Notes,Grad. Reqs.,Seats Left,subject,course_number,section,credits,weekdays,start_time,end_time,building,room,enrolled,capacity,seats_remaining
ENV-201-E,20581,Environmental Science +Lab,1,M,1:30 PM - 4:20 PM,WALL 116,Conner S,"[{""code"":""12+"",""description"":""First-years and Sophomores only until first day of class""}]",,,ENV,201,E,1,M,1330,1620,WALL,116,,,25
ENV-201-F,20584,Environmental Science +Lab,1,M,1:30 PM - 4:20 PM,WALL 116,Conner S,"[{""code"":""34+"",""description"":""Juniors and Seniors only until the first day of class""}]",,,ENV,201,F,1,M,1330,1620,WALL,116,,,25
ENV-201-G,20583,Environmental Science +Lab,1,T,1:40 PM - 4:20 PM,WALL 116,Conner S,"[{""code"":""12+"",""description"":""First-years and Sophomores only until first day of class""}]",,,ENV,201,G,1,T,1340,1620,WALL,116,,,25
ENV-201-H,20585,Environmental Science +Lab,1,T,1:40 PM - 4:20 PM,WALL 116,Conner S,"[{""code"":""34+"",""description"":""Juniors and Seniors only until the first day of class""}]",,,ENV,201,H,1,T,1340,1620,WALL,116,,,25
ENV-202-A,20223,Environmental Social Sciences,1,MWF,9:30 AM - 10:20 AM,WATSON 119,White T,,,,ENV,202,A,1,MWF,0930,1020,WATSON,119,,,25
ENV-203-A,20224,Environmental Humanities,1,TR,3:05 PM - 4:20 PM,WATSON 109,Swenson-Lengyel W,,,,ENV,203,A,1,TR,1505,1620,WATSON,109,,,25
ENV-220-A,20569,Climate Systems,1,MW,2:30 PM - 3:45 PM,SLOAN 100,Nyairo R,,,,ENV,220,A,1,MW,1430,1545,SLOAN,100,,,25
ENV-225-A,20225,Physical Geography of the SE,1,MWF,10:30 AM - 11:20 AM,WATSON 157,Johnson B,,,,ENV,225,A,1,MWF,1030,1120,WATSON,157,,,25
ENV-237-A,20226,Intro to Interdisciplinary GIS,1,MW,8:05 AM - 9:20 AM,WATSON 247,Nyairo R,"[{""code"":""123+"",""description"":""First-years, Sophomores & Juniors until first day of class""}]",,,ENV,237,A,1,MW,0805,0920,WATSON,247,,,25
ENV-237-B,20227,Intro to Interdisciplinary GIS,1,TR,12:15 PM - 1:30 PM,WATSON 247,Chapman L,"[{""code"":""123+"",""description"":""First-years, Sophomores & Juniors until first day of class""}]",,,ENV,237,B,1,TR,1215,1330,WATSON,247,,,25
ENV-242-A,20570,"Pol Ecol:People, Power, Planet",1,MWF,1:30 PM - 2:20 PM,WATSON 157,White T,,,,ENV,242,A,1,MWF,1330,1420,WATSON,157,,,25
ENV-273-A,20229,"Art, Activism & Environment",1,TR,1:40 PM - 2:55 PM,WATSON 147,Garcia Peacock J,,,,ENV,273,A,1,TR,1340,1455,WATSON,147,,,25
ENV-295-A,20697,Independent Study,1,,,,Paradise C,,,,ENV,295,A,1,,,,,,,,25
ENV-295-B,20742,Independent Study,1,,,,Chapman L,,,,ENV,295,B,1,,,,,,,,25
ENV-322-A,20230,Local Env Governance,1,MWF,11:30 AM - 12:20 PM,WATSON 147,O'Geen A; Johnson B,"[{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,,ENV,322,A,1,MWF,1130,1220,WATSON,147,,,25
ENV-331-A,20582,Natural Hazards,1,TR,9:40 AM - 10:55 AM,WATSON 310,Conner S,,,,ENV,331,A,1,TR,0940,1055,WATSON,310,,,25
ENV-344-A,20231,Voices of the Earth,1,MWF,12:30 PM - 1:20 PM,WATSON 140,White T,,,,ENV,344,A,1,MWF,1230,1320,WATSON,140,,,25
ENV-385-A,20233,Environmental Justice Art,1,W,1:30 PM - 4:20 PM,WALL 251,Garcia Peacock J,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ENV,385,A,1,W,1330,1620,WALL,251,,,25
ENV-395-A,20847,Independent Research,1,,,,Paradise C,,,,ENV,395,A,1,,,,,,,,25
ENV-401-A,20234,Environmental Studies Seminar,1,TR,3:05 PM - 4:20 PM,WALL 210,Garcia Peacock J,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ENV,401,A,1,TR,1505,1620,WALL,210,,,25
ENV-401-B,20235,Environmental Studies Seminar,1,TR,3:05 PM - 4:20 PM,WALL 210,Garcia Peacock J,"[{""code"":""3"",""description"":""Juniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ENV,401,B,1,TR,1505,1620,WALL,210,,,25
ENV-495-A,20696,Independent Research,1,,,,Chapman L,,,,ENV,495,A,1,,,,,,,,25
ENV-497-A,20712,Honors Research,1,,,,Paradise C,,,,ENV,497,A,1,,,,,,,,25
ENV-497-B,20756,Thesis Research,1,,,,Wadgymar S,,,,ENV,497,B,1,,,,,,,,25
ENV-497-C,20776,Thesis Research,1,,,,Johnson B,,,,ENV,497,C,1,,,,,,,,25
ENV-497-D,20790,Thesis Research,1,,,,Smith K,,,,ENV,497,D,1,,,,,,,,25
ENV-497-E,20796,Honors Research,1,,,,Chapman L,,,,ENV,497,E,1,,,,,,,,25
ENV-497-F,20811,Honors Research,1,,,,Johnson B,,,,ENV,497,F,1,,,,,,,,25
ENV-497-G,20839,Thesis Research,1,,,,Lozada F,,,,ENV,497,G,1,,,,,,,,25
FMD-497-A,20721,Animation,1,,,,Dietrick J,,,,FMD,497,A,1,,,,,,,,25
FMS-211-A,20236,Filmmaking,1,T,1:40 PM - 4:20 PM,VAC 212,Kokdil E,,,,FMS,211,A,1,T,1340,1620,VAC,212,,,25
FMS-230-A,20237,American Indie Cinema,1,TR,12:15 PM - 1:30 PM,WATSON 140,Jackson J,,,,FMS,230,A,1,TR,1215,1330,WATSON,140,,,25
FMS-311-A,20238,Advanced Filmmaking,1,R,1:40 PM - 4:20 PM,VAC 212,Kokdil E,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,FMS,311,A,1,R,1340,1620,VAC,212,,,25
FRE-102-A,20239,Elementary French II,1,MWF,10:30 AM - 11:20 AM,CHAM 3187,Beschea F,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT-II"",""description"":""Students must attend two weekly AT sessions, meeting times TBD""}]",,,FRE,102,A,1,MWF,1030,1120,CHAM,3187,,,25
FRE-102-B,20240,Elementary French II,1,MWF,11:30 AM - 12:20 PM,CHAM 3187,Beschea F,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT-II"",""description"":""Students must attend two weekly AT sessions, meeting times TBD""}]",,,FRE,102,B,1,MWF,1130,1220,CHAM,3187,,,25
FRE-201-A,20241,Intermed Fre/Davidson Exposure,1,MWF,10:30 AM - 11:20 AM,CHAM 3198,Bedecarre M,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,FRE,201,A,1,MWF,1030,1120,CHAM,3198,,,25
FRE-205-A,20242,Intermediate French II,1,TR,9:40 AM - 10:55 AM,CHAM 1046,Robu C,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT"",""description"":""Students must attend one weekly AT session, meeting times TBD""}]",,,FRE,205,A,1,TR,0940,1055,CHAM,1046,,,25
FRE-220-A,20243,Francophone Humanities,1,MW,2:30 PM - 3:45 PM,CHAM 1046,Bedecarre M,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,FRE,220,A,1,MW,1430,1545,CHAM,1046,,,25
FRE-230-A,20244,France in the Headlines,1,TR,1:40 PM - 2:55 PM,CHAM 3234,Vessier N,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,FRE,230,A,1,TR,1340,1455,CHAM,3234,,,25
FRE-290-A,20245,Indep Study for Non-Majors,1,,,,Beschea F,"[{""code"":""PRM"",""description"":""Permission of instructor required""}]",,,FRE,290,A,1,,,,,,,,25
FRE-341-A,20614,The Algerian Revolution,1,TR,3:05 PM - 4:20 PM,CHAM 3198,Vessier N,,,,FRE,341,A,1,TR,1505,1620,CHAM,3198,,,25
FRE-351-A,20247,A Genre for Gender: Québec Com,1,TR,12:15 PM - 1:30 PM,CHAM 1046,Robu C,"[{""code"":""R"",""description"":""Course has restrictions; see course description""}]",,,FRE,351,A,1,TR,1215,1330,CHAM,1046,,,25
FRE-390-A,20248,Independent Study for Majors,1,,,,Beschea F,"[{""code"":""PRM"",""description"":""Permission of instructor required""}]",,,FRE,390,A,1,,,,,,,,25
FRE-499-A,20249,Honors Project 2,1,,,,Beschea F,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,FRE,499,A,1,,,,,,,,25
FRE-499-B,20707,French Honors Thesis,1,,,,Bedecarre M,,,,FRE,499,B,1,,,,,,,,25
GER-102-A,20250,What is German? II,1,MWF,11:30 AM - 12:20 PM,CHAM 2187,McCarthy M,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT-II"",""description"":""Students must attend two weekly AT sessions, meeting times TBD""}]",,,GER,102,A,1,MWF,1130,1220,CHAM,2187,,,25
GER-202-A,20251,German Stories & Histories II,1,MWF,9:30 AM - 10:20 AM,CHAM 3187,Henke B,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT"",""description"":""Students must attend one weekly AT session, meeting times TBD""}]",,,GER,202,A,1,MWF,0930,1020,CHAM,3187,,,25
GER-242-A,20598,Hollywood Alternatives,1,MWF,1:30 PM - 2:20 PM,CHAM 1086,McCarthy M,"[{""code"":""IN-ENGL"",""description"":""In English""}]",,,GER,242,A,1,MWF,1330,1420,CHAM,1086,,,25
GER-301-A,20252,Memory and Belonging I,1,MWF,12:30 PM - 1:20 PM,CHAM 3209,Henke B,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,GER,301,A,1,MWF,1230,1320,CHAM,3209,,,25
GER-333-A,20628,Hannah Arendt,1,TR,8:15 AM - 9:30 AM,CHAM 1045,Denham S,"[{""code"":""IN-ENGL"",""description"":""In English""}]",,,GER,333,A,1,TR,0815,0930,CHAM,1045,,,25
GER-398-A,20848,"Gropius, Bauhaus, Modernism",1,,,,Denham S,,,,GER,398,A,1,,,,,,,,25
GER-402-A,20255,Wanderlust,1,W,1:30 PM - 4:20 PM,CHAM 2234,Denham S,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,GER,402,A,1,W,1330,1620,CHAM,2234,,,25
GER-498-A,20803,German Colonialism,1,,,,Denham S,,,,GER,498,A,1,,,,,,,,25
GRE-103-A,20257,IntensAncientGreek (2 credits),2,TR,12:15 PM - 1:30 PM,CHAM 2209,Cheshire K,"[{""code"":""AT-II"",""description"":""Students must attend two weekly AT sessions, meeting times TBD""}]",,,GRE,103,A,2,TR,1215,1330,CHAM,2209,,,25
GRE-218-A,20258,New Testament Greek,1,MWF,11:30 AM - 12:20 PM,EU 101,Krentz P,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,,GRE,218,A,1,MWF,1130,1220,EU,101,,,25
GRE-318-A,20259,Adv. New Testament Greek,1,MWF,11:30 AM - 12:20 PM,EU 101,Krentz P,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,,GRE,318,A,1,MWF,1130,1220,EU,101,,,25
GSS-101-A,20260,Intro to Gender & Sexuality,1,MWF,10:30 AM - 11:20 AM,CHAM 1027,Sokol K,,,,GSS,101,A,1,MWF,1030,1120,CHAM,1027,,,25
GSS-201-A,20261,Feminist & Queer Theories,1,TR,3:05 PM - 4:20 PM,CHAM 3209,Tilburg P,,,,GSS,201,A,1,TR,1505,1620,CHAM,3209,,,25
GSS-204-A,20578,Trans Studies,1,MWF,12:30 PM - 1:20 PM,CHAM 3068,Sokol K,,,,GSS,204,A,1,MWF,1230,1320,CHAM,3068,,,25
GSS-246-A,20650,"Sex, Love & Relationships",1,TR,8:15 AM - 9:30 AM,WATSON 147,Kaufman G,,,,GSS,246,A,1,TR,0815,0930,WATSON,147,,,25
GSS-324-A,20263,"Sex, Law & Modernity",1,TR,12:15 PM - 1:30 PM,CHAM 2187,Boyer P; Tilburg P,,,,GSS,324,A,1,TR,1215,1330,CHAM,2187,,,25
GSS-333-A,20264,Queer Disability Studies,1,MW,2:30 PM - 3:45 PM,WALL 320,Sokol K,,,,GSS,333,A,1,MW,1430,1545,WALL,320,,,25
GSS-440-A,20265,Matters of Life & Death,1,T,1:40 PM - 4:20 PM,EU 101,Horowitz K,,,,GSS,440,A,1,T,1340,1620,EU,101,,,25
GSS-495-A,20745,Third World Feminisms,1,,,,Gonzalez M,,,,GSS,495,A,1,,,,,,,,25
HIS-124-A,20266,Russia: A Multinational Empire,1,TR,8:15 AM - 9:30 AM,CHAM 3084,Benjamin T,,,,HIS,124,A,1,TR,0815,0930,CHAM,3084,,,25
HIS-163-A,20565,Place & Nation in Mod Lat Amer,1,MWF,10:30 AM - 11:20 AM,CHAM 3106,Gasparowicz N,,,,HIS,163,A,1,MWF,1030,1120,CHAM,3106,,,25
HIS-171-A,20267,Making Modern South Asia,1,MWF,8:30 AM - 9:20 AM,CHAM 2068,Chaudhuri M,,,,HIS,171,A,1,MWF,0830,0920,CHAM,2068,,,25
HIS-175-A,20268,"Mid East,610-1453:Formtn Islam",1,MWF,11:30 AM - 12:20 PM,CHAM 3106,Berkey J,"[{""code"":""123+"",""description"":""First-years, Sophomores & Juniors until first day of class""}]",,,HIS,175,A,1,MWF,1130,1220,CHAM,3106,,,25
HIS-184-A,20269,Modern East Asia,1,MWF,9:30 AM - 10:20 AM,CHAM 3106,Mortensen D,"[{""code"":""123+"",""description"":""First-years, Sophomores & Juniors until first day of class""}]",,,HIS,184,A,1,MWF,0930,1020,CHAM,3106,,,25
HIS-222-A,20270,Food and Empire,1,MWF,10:30 AM - 11:20 AM,CHAM 1006,Dietz V,"[{""code"":""123+"",""description"":""First-years, Sophomores & Juniors until first day of class""}]",,,HIS,222,A,1,MWF,1030,1120,CHAM,1006,,,25
HIS-261-A,20271,American Revolutions 1763-1821,1,TR,3:05 PM - 4:20 PM,CHAM 1015,Cho H,"[{""code"":""123+"",""description"":""First-years, Sophomores & Juniors until first day of class""}]",,,HIS,261,A,1,TR,1505,1620,CHAM,1015,,,25
HIS-276-A,20272,"Zionism, Israel, Palestine",1,TR,12:15 PM - 1:30 PM,CHAM 1015,Lipsker C,,,,HIS,276,A,1,TR,1215,1330,CHAM,1015,,,25
HIS-312-A,20273,"The Crusades, Then and Now",1,TR,9:40 AM - 10:55 AM,WATSON 119,Berkey J; Kabala J,,,,HIS,312,A,1,TR,0940,1055,WATSON,119,,,25
HIS-325-A,20274,Britain in Long 18C,1,TR,1:40 PM - 2:55 PM,CHAM 1046,Dietz V,,,,HIS,325,A,1,TR,1340,1455,CHAM,1046,,,25
HIS-349-A,20275,The Vietnam Experience,1,MW,8:05 AM - 9:20 AM,CHAM 1006,Aldridge D,,,,HIS,349,A,1,MW,0805,0920,CHAM,1006,,,25
HIS-386-A,20276,Modern China,1,MWF,1:30 PM - 2:20 PM,CHAM 3106,Mortensen D,"[{""code"":""234+"",""description"":""Sophomores, Juniors and Seniors only until first day of class""}]",,,HIS,386,A,1,MWF,1330,1420,CHAM,3106,,,25
HIS-395-A,20849,Independent Study,1,,,,Tilburg P,,,,HIS,395,A,1,,,,,,,,25
HIS-414-A,20277,Digital Medieval History,1,T,1:40 PM - 4:20 PM,CHAM 1086,Kabala J,,,,HIS,414,A,1,T,1340,1620,CHAM,1086,,,25
HIS-431-A,20278,Genocides in 20thC Eurasia,1,R,1:40 PM - 4:20 PM,CHAM 1096,Benjamin T,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""}]",,,HIS,431,A,1,R,1340,1620,CHAM,1096,,,25
HIS-441-A,20279,Making of the Pacific World,1,M,1:30 PM - 4:20 PM,CHAM 2234,Cho H,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""}]",,,HIS,441,A,1,M,1330,1620,CHAM,2234,,,25
HIS-449-A,20280,Age of Revolution: US in 1960s,1,W,1:30 PM - 4:20 PM,VAC 108,Aldridge D,,,,HIS,449,A,1,W,1330,1620,VAC,108,,,25
HIS-475-A,20602,Neoliberalism's Global History,1,M,1:30 PM - 4:20 PM,CHAM 2196,Chaudhuri M,,,,HIS,475,A,1,M,1330,1620,CHAM,2196,,,25
HIS-489-A,20282,Kelley Honors Seminar,1,W,1:30 PM - 4:20 PM,CHAM 2196,Wiemers A,"[{""code"":""4"",""description"":""Seniors only""}]",,,HIS,489,A,1,W,1330,1620,CHAM,2196,,,25
HUM-104-A,20283,Connections and Conflicts II,1,R,3:05 PM - 4:20 PM,CHAM HANCE,Bory A; Wills A; O'Geen A; Corso-Esquivel J; Lipsker C,"[{""code"":""1"",""description"":""First-years only""}]",,,HUM,104,A,1,R,1505,1620,CHAM,HANCE,,,25
HUM-196-A,20289,Adv Studies in Humanities II,1,T,3:05 PM - 4:20 PM,CHAM 3234,Bory A,"[{""code"":""PRM"",""description"":""Permission of instructor required""}]",,,HUM,196,A,1,T,1505,1620,CHAM,3234,,,25
LAS-101-A,20290,Intro to Latin Amer Studies,1,TR,8:15 AM - 9:30 AM,CHAM 3068,Castaneda V; Cornejo Casares O,,,,LAS,101,A,1,TR,0815,0930,CHAM,3068,,,25
LAS-221-A,20597,Afro-Brazilian History & Cultu,1,TR,3:05 PM - 4:20 PM,CHAM 1003,Castaneda V,,,,LAS,221,A,1,TR,1505,1620,CHAM,1003,,,25
LAS-251-A,20291,Latinx Citizenship,1,MWF,9:30 AM - 10:20 AM,CHAM 1046,Cornejo Casares O,,,,LAS,251,A,1,MWF,0930,1020,CHAM,1046,,,25
LAS-252-A,20604,"Sex, Power & Religion in Latin",1,TR,1:40 PM - 2:55 PM,CHAM 1015,Gasparowicz N,,,,LAS,252,A,1,TR,1340,1455,CHAM,1015,,,25
LAS-330-A,20292,Undocumented Immigration,1,TR,9:40 AM - 10:55 AM,CHAM 1015,Cornejo Casares O,,,,LAS,330,A,1,TR,0940,1055,CHAM,1015,,,25
LAT-102-A,20294,Introductory Latin II,1,MWF,11:30 AM - 12:20 PM,CHAM 1046,Truetzel A,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT-II"",""description"":""Students must attend two weekly AT sessions, meeting times TBD""}]",,,LAT,102,A,1,MWF,1130,1220,CHAM,1046,,,25
LAT-224-A,20560,Pastoral Poetry,1,MWF,10:30 AM - 11:20 AM,CHAM 1086,Lee T,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,,LAT,224,A,1,MWF,1030,1120,CHAM,1086,,,25
LAT-324-A,20561,Adv Pastoral Poetry,1,MWF,10:30 AM - 11:20 AM,CHAM 1086,Lee T,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,,LAT,324,A,1,MWF,1030,1120,CHAM,1086,,,25
LIT-395-A,20851,Post-Colonial Lit & Theory,1,,,,Boyer P,,,,LIT,395,A,1,,,,,,,,25
LIT-432-A,20296,Theory & Prac Literature,1,W,1:30 PM - 4:20 PM,CHAM 3187,Ewington A; Gonzalez M,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,LIT,432,A,1,W,1330,1620,CHAM,3187,,,25
MAT-105-A,20297,Introduction to Statistics,1,MWF,11:30 AM - 12:20 PM,WATSON 247,Wang K,,,,MAT,105,A,1,MWF,1130,1220,WATSON,247,,,25
MAT-112-A,20298,Calculus I and Modeling,1,MWF,9:30 AM - 10:20 AM,WATSON 147,Duhon A,"[{""code"":""DO"",""description"":""Participating in the Day One course materials program pilot. Visit the College Store's Help Center for more information.""},{""code"":""R"",""description"":""Course has restrictions; see course description""},{""code"":""AT-Calc"",""description"":""Students must attend a Calc AT session, either MW 7-8pm, TR 7-8pm or TR 10-11am""}]",,,MAT,112,A,1,MWF,0930,1020,WATSON,147,,,25
MAT-112-B,20299,Calculus I and Modeling,1,MWF,10:30 AM - 11:20 AM,WATSON 147,Duhon A,"[{""code"":""DO"",""description"":""Participating in the Day One course materials program pilot. Visit the College Store's Help Center for more information.""},{""code"":""R"",""description"":""Course has restrictions; see course description""}]",,,MAT,112,B,1,MWF,1030,1120,WATSON,147,,,25
MAT-112-C,20300,Calculus I and Modeling,1,MWF,8:30 AM - 9:20 AM,CHAM 2187,Chavez A,"[{""code"":""R"",""description"":""Course has restrictions; see course description""}]",,,MAT,112,C,1,MWF,0830,0920,CHAM,2187,,,25
MAT-113-A,20301,Calculus II,1,MWF,9:30 AM - 10:20 AM,CHAM HANCE,Chartier T,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,MAT,113,A,1,MWF,0930,1020,CHAM,HANCE,,,25
MAT-113-B,20302,Calculus II,1,MWF,12:30 PM - 1:20 PM,WATSON 119,Zhuang Y,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,MAT,113,B,1,MWF,1230,1320,WATSON,119,,,25
MAT-140-A,20303,Multivar Calculus & Modeling,1,MWF,12:30 PM - 1:20 PM,WATSON 147,Heyer L,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,MAT,140,A,1,MWF,1230,1320,WATSON,147,,,25
MAT-150-A,20304,Linear Algebra,1,TR,12:15 PM - 1:30 PM,WATSON 243,Blake H,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,MAT,150,A,1,TR,1215,1330,WATSON,243,,,25
MAT-150-B,20305,Linear Algebra,1,TR,1:40 PM - 2:55 PM,WATSON 132,Bachmann M,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,MAT,150,B,1,TR,1340,1455,WATSON,132,,,25
MAT-160-A,20306,Calculus III,1,MWF,10:30 AM - 11:20 AM,WATSON 119,Wright A,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,MAT,160,A,1,MWF,1030,1120,WATSON,119,,,25
MAT-210-A,20307,Mathematical Modeling,1,MWF,12:30 PM - 1:20 PM,CHAM 3155,Chartier T,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,,MAT,210,A,1,MWF,1230,1320,CHAM,3155,,,25
MAT-210-B,20308,Mathematical Modeling,1,MWF,1:30 PM - 2:20 PM,CHAM 3155,Chartier T,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,,MAT,210,B,1,MWF,1330,1420,CHAM,3155,,,25
MAT-230-A,20310,Sets and Proofs,1,TR,3:05 PM - 4:20 PM,WATSON 119,Bachmann M,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,MAT,230,A,1,TR,1505,1620,WATSON,119,,,25
MAT-315-A,20311,Numerical Analysis,1,TR,12:15 PM - 1:30 PM,WALL B05,Kuchera M,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,,MAT,315,A,1,TR,1215,1330,WALL,B05,,,25
MAT-331-A,20542,Complex Analysis,1,TR,8:15 AM - 9:30 AM,CHAM 1046,Chavez A,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,MAT,331,A,1,TR,0815,0930,CHAM,1046,,,25
MAT-341-A,20312,Mathematical Statistics,1,TR,9:40 AM - 10:55 AM,CHAM 2234,Yerger C,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,MAT,341,A,1,TR,0940,1055,CHAM,2234,,,25
MAT-361-A,20314,Knot Theory,1,MWF,1:30 PM - 2:20 PM,WATSON 147,Wright A,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,MAT,361,A,1,MWF,1330,1420,WATSON,147,,,25
MAT-395-A,20674,Mathematics of Ranking,1,,,,Chartier T,,,,MAT,395,A,1,,,,,,,,25
MAT-395-B,20675,Advanced Sports Analytics,1,,,,Chartier T,,,,MAT,395,B,1,,,,,,,,25
MAT-395-C,20676,Advanced Basketball Analytics,1,,,,Chartier T,,,,MAT,395,C,1,,,,,,,,25
MAT-395-D,20723,Applied Baseball Analytics II,1,,,,Chartier T,,,,MAT,395,D,1,,,,,,,,25
MAT-395-E,20729,Partial Differential Equations,1,,,,Chartier T,,,,MAT,395,E,1,,,,,,,,25
MAT-395-F,20730,Biomechanical Math Modeling II,1,,,,Chartier T,,,,MAT,395,F,1,,,,,,,,25
MAT-450-A,20315,Advanced Linear Algebra,1,MW,2:30 PM - 3:45 PM,WATSON 147,Zhuang Y,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,MAT,450,A,1,MW,1430,1545,WATSON,147,,,25
MAT-496-A,20772,Poset Saturation II,1,,,,Blake H,,,,MAT,496,A,1,,,,,,,,25
MAT-496-B,20773,Independent Study,1,,,,Yerger C,,,,MAT,496,B,1,,,,,,,,25
MAT-496-C,20778,Inference for Faulty Computing,1,,,,Wang K,,,,MAT,496,C,1,,,,,,,,25
MAT-496-D,20815,Knot-Theoretic Games,1,,,,Wright A,,,,MAT,496,D,1,,,,,,,,25
MAT-496-E,20844,Thesis: Random Vector norms,1,,,,Chavez A,,,,MAT,496,E,1,,,,,,,,25
MIL-102-A,20316,Intro to Leadership,0,,,PREY 024,Tousignant Z,,,,MIL,102,A,0,,,,PREY,024,,,25
MIL-202-A,20317,Found of Tactical Leadership,0,,,PREY 024,Tousignant Z,,,,MIL,202,A,0,,,,PREY,024,,,25
MIL-302-A,20318,Leadership in Changing Environ,0,,,PREY 024,Tousignant Z,,,,MIL,302,A,0,,,,PREY,024,,,25
MIL-330-A,20319,American Military History,0,,,PREY 024,Tousignant Z,,,,MIL,330,A,0,,,,PREY,024,,,25
MIL-402-A,20320,Leadership in Complex World,0,,,PREY 024,Tousignant Z,,,,MIL,402,A,0,,,,PREY,024,,,25
MUS-102-A,20322,Contemporary Music Theory,1,MWF,11:30 AM - 12:20 PM,SLOAN 201,Lee J,,,,MUS,102,A,1,MWF,1130,1220,SLOAN,201,,,25
MUS-121-A,20596,Music in Western Civilization,1,MWF,9:30 AM - 10:20 AM,SLOAN 201,Botelho M,,,,MUS,121,A,1,MWF,0930,1020,SLOAN,201,,,25
MUS-201-A,20326,Harmony,1,MWF,10:30 AM - 11:20 AM,SLOAN B011,Botelho M,,,,MUS,201,A,1,MWF,1030,1120,SLOAN,B011,,,25
MUS-221-A,20327,Styles-South Asian Hip-Hop,1,TR,3:05 PM - 4:20 PM,WATSON 157,Vanderbeek C,,,,MUS,221,A,1,TR,1505,1620,WATSON,157,,,25
MUS-222-A,20328,Styles-Bollywood,1,MW,2:30 PM - 3:45 PM,SLOAN B011,Vanderbeek C,,,,MUS,222,A,1,MW,1430,1545,SLOAN,B011,,,25
MUS-228-A,20330,Film Music,1,TR,1:40 PM - 2:55 PM,SLOAN B011,Lerner N,"[{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,,MUS,228,A,1,TR,1340,1455,SLOAN,B011,,,25
